Nom_scientifique,Nom_anglais,Nom_français,photo,Habitat_principal,Habitat_secondaire,LienURL,Lisence,droits,annotation,Type
Anthus petrosus,European Rock Pipit,Pipit maritime,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/photo%20d'oiseaux%20france%2FPipit%20maritime.jpg?alt=media&token=0d8c8dd4-8f4c-424e-8f58-8746caf8fa1e,Milieu littoral,Milieu humide,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/Birds%2FPipit%20maritime.mp3?alt=media&token=cbff6d1f-6cd9-47e1-b0e7-2df0d66c868b,,D,a verifier si que ce sois le bon,song
Gavia immer,Common Loon,Plongeon imbrin,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/photo%20d'oiseaux%20france%2FPlongeon%20imbrin.jpg?alt=media&token=8279d0da-d441-4f6c-a16a-78c0ea84eda3,Milieu littoral,,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/Birds%2FPlongeon%20imbrin.wav?alt=media&token=ccd65358-eb48-4ec1-8b34-0b0db5bd77da,,D,,call
Charadrius alexandrinus,Kentish Plover,Pluvier à collier interrompu,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/photo%20d'oiseaux%20france%2FPluvier%20%C3%A0%20collier%20interrompu.jpg?alt=media&token=6134d33e-c068-451e-b425-4b49f05172d6,Milieu littoral,Milieu humide,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/Birds%2FPluvier%20%C3%A0%20collier%20interrompu.wav?alt=media&token=1d66cbc5-cfa9-453c-921c-d5e333b6b56e,,D,,call
Pluvialis squatarola,Grey Plover,Pluvier argenté,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/photo%20d'oiseaux%20france%2FPluvier%20argent%C3%A9.jpg?alt=media&token=0bc3c865-386b-417c-934e-a01b57b48249,Milieu agricole,Milieu humide,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/Birds%2FPluvier%20argent%C3%A9.wav?alt=media&token=bf075508-af2a-4d18-9c33-41aeb0e53d64,,D,,call
Pluvialis apricaria,European Golden Plover,Pluvier doré,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/photo%20d'oiseaux%20france%2FPluvier%20dor%C3%A9.jpg?alt=media&token=f410b28f-6885-4d74-a287-760482c4dc0b,Milieu littoral,Milieu humide,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/Birds%2FPluvier%20dor%C3%A9.wav?alt=media&token=4d12e985-3488-45a0-be61-3f8b8ad07292,,D,,call
Charadrius morinellus,Eurasian Dotterel,Guignard d'Eurasie,,Milieu montagnard,,,,,pas de son top,
Charadrius hiaticula,Common Ringed Plover,Pluvier grand-gravelot,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/photo%20d'oiseaux%20france%2FPluvier%20grand-gravelot.jpg?alt=media&token=5507ad38-c1e9-4353-aa0b-887a15fe3eb9,Milieu littoral,Milieu humide,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/Birds%2FPluvier%20grand-gravelot.wav?alt=media&token=ad9a4e3b-0790-4b5b-aec9-f9c7a39306cf,,D,,song
Eudromias morinellus,Eurasian Dotterel,Pluvier guignard,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/photo%20d'oiseaux%20france%2FPluvier%20guignard.jpg?alt=media&token=07e8473c-b73f-4963-aed4-95500cdb1230,Milieu montagnard,,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/Birds%2FPluvier%20guignard.wav?alt=media&token=d9112113-58eb-4da3-bb2d-8d052d2db413,,D,,call
Charadrius dubius,Little Ringed Plover,Pluvier petit-gravelot,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/photo%20d'oiseaux%20france%2FPluvier%20petit-gravelot.jpg?alt=media&token=de852d00-b1b0-470b-a025-a80d3455cccb,Milieu forestier,Milieu agricole,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/Birds%2FPluvier%20petit-gravelot.wav?alt=media&token=858b9e4f-e954-4408-b066-b77cf91ff9e2,,D,,call
Tetrastes bonasia,Hazel Grouse,Gélinotte des bois,,Milieu montagnard,Milieu forestier,,,C,,song
Corvus corax,Northern Raven,Grand Corbeau,,Milieu montagnard,,,https://www.youtube.com/shorts/hRuSdePVEto?feature=share,,pas trouver,
Phylloscopus trochilus,Willow Warbler,Pouillot fitis,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/photo%20d'oiseaux%20france%2FPouillot%20fitis.jpg?alt=media&token=bacff828-d937-4696-84d2-60748a86edff,Milieu forestier,,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/Birds%2FPouillot%20fitis.wav?alt=media&token=7d89cd99-bba8-4c40-abed-479b2ef045f9,,D,,song
Phylloscopus collybita,Common Chiffchaff,Pouillot véloce,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/photo%20d'oiseaux%20france%2FPouillot%20v%C3%A9loce.jpg?alt=media&token=6ee58417-1d46-4e55-9afc-2f5b83ac11d3,Milieu forestier,Milieu urbain,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/Birds%2FPouillot%20v%C3%A9loce.wav?alt=media&token=f7848dfc-503a-4db8-ab8f-63c6cf7d0218,,D,,song
Emberiza cia,Rock Bunting,Bruant fou,,Milieu montagnard,Milieu agricole,,,,a chercher,
Puffinus puffinus,Manx Shearwater,Puffin des Anglais,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/photo%20d'oiseaux%20france%2FPuffin%20des%20Anglais.jpg?alt=media&token=a1c71104-4dd9-4054-9adf-158a19f89254,Milieu humide,,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/Birds%2FPuffin%20des%20Anglais.wav?alt=media&token=edfb7ff6-643a-49b8-87a0-4de5af990cc4,,D,,call
Ardenna grisea,Sooty Shearwater,Puffin fuligineux,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/photo%20d'oiseaux%20france%2FPuffin%20fuligineux.jpg?alt=media&token=b197cc3c-3daf-45b5-901c-4d9c6a188f6f,Milieu littoral,,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/Birds%2FPuffin%20fuligineux.wav?alt=media&token=ff116303-0aff-4076-b117-fea3f609eb30,,D,,call
Haliaeetus albicilla,White-tailed Eagle,Pygargue à queue blanche,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/photo%20d'oiseaux%20france%2FPygargue%20%C3%A0%20queue%20blanche.jpg?alt=media&token=330949d7-8d9c-4b95-ba98-c963163fd772,Milieu humide,Milieu agricole,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/Birds%2FPygargue%20%C3%A0%20queue%20blanche.wav?alt=media&token=2289ee33-a75f-436a-a85b-de7e89b1db35,,D,,call
Circaetus gallicus,Short-toed Snake Eagle,Circaète Jean-le-Blanc,,Milieu montagnard,Milieu agricole,,,,J'AI PAS PAS GRAVE,
Rallus aquaticus,Water Rail,Râle d'eau,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/photo%20d'oiseaux%20france%2FR%C3%A2le%20d'eau.jpg?alt=media&token=6ac1fc68-7640-4f09-9e2c-c55ea99b05be,Milieu forestier,Milieu urbain,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/Birds%2FR%C3%A2le%20d'eau.wav?alt=media&token=7ef2492c-c328-4184-a140-b67e2c99f52a,,D,,call
Crex crex,Corn Crake,Râle des genêts,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/photo%20d'oiseaux%20france%2FR%C3%A2le%20des%20gen%C3%AAts.jpg?alt=media&token=aeb4814f-f76d-4c03-a8e2-f09cd642f6f0,Milieu humide,Milieu agricole,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/Birds%2FR%C3%A2le%20des%20gen%C3%AAts.wav?alt=media&token=e77e8eab-6fb0-4f95-9589-21a7d7600d03,,D,,song
Remiz pendulinus,Eurasian Penduline Tit,Rémiz penduline,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/photo%20d'oiseaux%20france%2FR%C3%A9miz%20penduline.jpg?alt=media&token=5ddd9b2a-ad33-46fa-8b67-2757ee1485dc,Milieu humide,,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/Birds%2FR%C3%A9miz%20penduline.mp3?alt=media&token=ebb7922f-2f63-4760-8a1f-c7c5f0846f42,https://youtu.be/EDQeBX9KB04,C,,call
Regulus ignicapilla,Common Firecrest,Roitelet à triple bandeau,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/photo%20d'oiseaux%20france%2FRoitelet%20%C3%A0%20triple%20bandeau.jpg?alt=media&token=651e3a0d-f2c9-4c53-b00e-580d52e26bcb,Milieu forestier,Milieu urbain,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/Birds%2FRoitelet%20%C3%A0%20triple%20bandeau.mp3?alt=media&token=809de241-5788-41b0-99cc-425b6b88ecd9,,D,,song
Regulus regulus,Goldcrest,Roitelet huppé,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/photo%20d'oiseaux%20france%2FRoitelet%20hupp%C3%A9.jpg?alt=media&token=1f15fa34-0ba5-4cbb-855f-7de3c8eb219e,Milieu forestier,Milieu humide,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/Birds%2FRoitelet%20hupp%C3%A9.wav?alt=media&token=ec0d8180-22ce-49b7-8ee3-513fb98404d4,,D,,song
Coracias garrulus,European Roller,Rollier d'Europe,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/photo%20d'oiseaux%20france%2FRollier%20d'Europe.jpg?alt=media&token=3f27cfa9-b538-48ac-8cfd-4a94b2eec2fd,Milieu agricole,,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/Birds%2FRollier%20d'Europe.mp3?alt=media&token=4d5c328e-3b63-4ec6-af94-b5ec54ca67aa,,D,,song
Carpodacus erythrinus,Common Rosefinch,Roselin cramoisi,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/photo%20d'oiseaux%20france%2FRoselin%20cramoisi.jpg?alt=media&token=a9c1ef0a-7898-45d5-864a-72cc89ee26ec,Milieu forestier,Milieu agricole,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/Birds%2FRoselin%20cramoisi.mp3?alt=media&token=2f07115c-94d9-4c1d-9e81-6c3417419eab,https://www.youtube.com/watch?v=w8kD_bgux9o,C,,song
Luscinia megarhynchos,Common Nightingale,Rossignol philomèle,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/photo%20d'oiseaux%20france%2FRossignol%20philom%C3%A8le.jpg?alt=media&token=abd91c56-7a50-4bfc-96ff-8cb8998dc5c3,Milieu urbain,Milieu forestier,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/Birds%2FRossignol%20philome%CC%80le.mp3?alt=media&token=fb632e35-6a58-4b89-9372-506e0a51cc6d,,D,,call
Erithacus rubecula,European Robin,Rouge-gorge familier,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/photo%20d'oiseaux%20france%2FRouge-gorge%20familier.jpg?alt=media&token=9812bc1c-c9b6-4cff-9503-4dae83ca4ce1,Milieu forestier,Milieu urbain,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/Birds%2FRouge-gorge%20familier%20song.mp3?alt=media&token=95b1b870-f68d-44eb-a04b-903609eadf8c,,D,,song
Phoenicurus phoenicurus,Common Redstart,Rougequeue à front blanc,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/photo%20d'oiseaux%20france%2FRougequeue%20%C3%A0%20front%20blanc.jpg?alt=media&token=785a018e-5078-4c89-a458-91c9ccda6587,Milieu urbain,Milieu agricole,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/Birds%2FRougequeue%20%C3%A0%20front%20blanc.wav?alt=media&token=364b78ee-8726-4699-acaf-be1c61c9f06d,,D,,song
Phoenicurus ochruros,Black Redstart,Rougequeue noir,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/photo%20d'oiseaux%20france%2FRougequeue%20noir.jpg?alt=media&token=37488f75-1849-4564-a5aa-8a7f9c3b63bd,Milieu humide,,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/Birds%2FRougequeue%20noir.wav?alt=media&token=ad02d176-0679-41e7-99ae-d494918fa55a,,D,,song
Acrocephalus scirpaceus,Eurasian Reed Warbler,Rousserolle effarvatte,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/photo%20d'oiseaux%20france%2FRousserolle%20effarvatte.jpg?alt=media&token=dc4c35b1-fb0d-40d0-9bfd-350e1c50e134,Milieu humide,,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/Birds%2FRousserolle%20effarvatte.mp3?alt=media&token=cddaeb42-996e-4194-9c71-ed518c495e87,,D,,song
Acrocephalus arundinaceus,Great Reed Warbler,Rousserolle turdoïde,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/photo%20d'oiseaux%20france%2FRousserolle%20turdo%C3%AFde.jpg?alt=media&token=b7399e75-2ffe-4f52-89e0-2676eff76a95,Milieu humide,,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/Birds%2FRousserolle%20turdo%C3%AFde.wav?alt=media&token=1892e623-2204-4559-a7cd-9b694be31851,,D,,song
Spatula querquedula,Garganey,Sarcelle d'été,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/photo%20d'oiseaux%20france%2FSarcelle%20d'%C3%A9t%C3%A9.jpg?alt=media&token=dd8364b7-4654-4903-89b7-4b229fc9a1ba,Milieu humide,Milieu littoral,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/Birds%2FSarcelle%20d'%C3%A9t%C3%A9.wav?alt=media&token=cb7c7848-c0ae-4637-8382-aeb0a61e7768,,D,,call
Anas crecca,Eurasian Teal,Sarcelle d'hiver,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/photo%20d'oiseaux%20france%2FSarcelle%20d'hiver.jpg?alt=media&token=181bacec-f009-49f6-9493-24ec08615f3a,Milieu humide,,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/Birds%2FSarcelle%20d'hiver.wav?alt=media&token=a55e20c8-84a1-415a-9495-20f659e65bb3,,D,pas tres fort,call
Serinus serinus,European Serin,Serin cini,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/photo%20d'oiseaux%20france%2FSerin%20cini.jpg?alt=media&token=fb5ddce2-9f9a-4b22-a7eb-39e7f056669d,Milieu urbain,Milieu forestier,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/Birds%2FSerin%20cini.mp3?alt=media&token=38c3552a-66b2-46b9-aa00-152313af481a,,D,,song
Sitta europaea,Eurasian Nuthatch,Sittelle torchepot,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/photo%20d'oiseaux%20france%2FSittelle%20torchepot.jpg?alt=media&token=8b414c16-9ff5-4382-bf5a-0c9a4e7c43f7,Milieu humide,Milieu littoral,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/Birds%2FSittelle%20torchepot.wav?alt=media&token=09d4180b-319f-4e14-896b-5e84072e551f,,D,probleme de deux espece sur l'enregistrement,song
Platalea leucorodia,Eurasian Spoonbill,Spatule blanche,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/photo%20d'oiseaux%20france%2FSpatule%20blanche.jpg?alt=media&token=0675c700-e948-4257-8150-0db9623686c3,Milieu humide,,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/Birds%2FSpatule%20blanche.wav?alt=media&token=484c9747-4c28-4539-8755-a95819fb43ec,,D,a verifier,call
Sterna paradisaea,Arctic Tern,Sterne arctique,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/photo%20d'oiseaux%20france%2FSterne%20arctique.jpg?alt=media&token=f4183887-8aa5-425f-85dd-c9f0f44f1cd8,Milieu littoral,,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/Birds%2FSterne%20arctique.wav?alt=media&token=b864648e-28d3-482f-97e2-62ebe28f3041,,D,,call
Lanius excubitor,Great Grey Shrike,Pie-grièche grise,,Milieu urbain,Milieu agricole,,,D,pas ouf le son,call
Hydroprogne caspia,Caspian Tern,Sterne caspienne,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/photo%20d'oiseaux%20france%2FSterne%20caspienne.jpg?alt=media&token=f4b983e1-74c5-4eb0-87ee-c79284968c22,Milieu littoral,,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/Birds%2FSterne%20caspienne.mp3?alt=media&token=19a3515b-ba9b-42c3-918c-3d9209f8e641,https://www.youtube.com/watch?v=tp5AjEjcGY4,C,,call
Thalasseus sandvicensis,Sandwich Tern,Sterne caugek,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/photo%20d'oiseaux%20france%2FSterne%20caugek.jpg?alt=media&token=aa66fcc3-063f-44da-a1b5-8fb20964d8bd,Milieu littoral,,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/Birds%2FSterne%20caugek.wav?alt=media&token=9e6a2be5-1b96-4f99-8f37-668aa60f21bd,,D,,call
Sterna dougallii,Roseate Tern,Sterne de Dougall,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/photo%20d'oiseaux%20france%2FSterne%20de%20Dougall.jpg?alt=media&token=8e44d8c5-03c0-4f02-b3c5-c60079e0531f,Milieu littoral,,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/Birds%2FSterne%20de%20Dougall.wav?alt=media&token=c7c4a5b3-09c6-4b05-ab56-26f6a3100215,,D,,call
Sternula albifrons,Little Tern,Sterne naine,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/photo%20d'oiseaux%20france%2FSterne%20naine.jpg?alt=media&token=45d25b74-d16a-4535-94d6-bf430c9ceb02,Milieu littoral,Milieu humide,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/Birds%2FSterne%20naine.wav?alt=media&token=f7e3aca6-776d-4100-b82b-65b40e8dac30,,D,,call
Sterna hirundo,Common Tern,Sterne pierregarin,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/photo%20d'oiseaux%20france%2FSterne%20pierregarin.jpg?alt=media&token=eeef1c8c-87bb-4b73-a728-e3db979ee32e,Milieu littoral,Milieu humide,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/Birds%2FSterne%20pierregarin.wav?alt=media&token=658a262c-c075-4908-aa59-4e350e4f824b,,D,,call
Terpsiphone bourbonnensis,Mascarene Paradise Flycatcher,Oiseau la Vierge,,Milieu urbain,Milieu humide,,,D,,song
Tadorna tadorna,Common Shelduck,Tadorne de Belon,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/photo%20d'oiseaux%20france%2FTadorne%20de%20Belon.jpg?alt=media&token=21af138c-56db-4881-8caf-410595565e83,Milieu littoral,Milieu humide,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/Birds%2FTadorne%20de%20Belon.wav?alt=media&token=a44dcb5b-5131-44ef-a315-03a8b1143d46,,D,augemente le son,call
Phylloscopus proregulus,Pallas's Leaf Warbler,Pouillot de Pallas,,Milieu urbain,Milieu forestier,,,,J4AI PAS PAS GRAVE,
Saxicola rubetra,Whinchat,Tarier des prés,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/photo%20d'oiseaux%20france%2FTarier%20des%20pr%C3%A9s.jpg?alt=media&token=e0598a7e-b65c-4c93-9084-868d9268a603,Milieu agricole,Milieu urbain,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/Birds%2FTarier%20des%20pr%C3%A9s.wav?alt=media&token=33ed71e3-6bc8-4287-bb54-21804b781638,,D,,song
Saxicola rubicola,Saxicola rubicola,Tarier pâtre,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/photo%20d'oiseaux%20france%2FTarier%20p%C3%A2tre.jpg?alt=media&token=7d85ce3f-b4f6-4180-80f9-4a81176d980e,Milieu montagnard,Milieu agricole,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/Birds%2FTarier%20p%C3%A2tre.mp3?alt=media&token=f018dbbc-3470-4b16-963f-6063db29cd3a,,D,,"call,song"
Spinus spinus,Eurasian Siskin,Tarin des aulnes,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/photo%20d'oiseaux%20france%2FTarin%20des%20aulnes.jpg?alt=media&token=f7fbcd73-9ffd-4bdf-aeb3-7e0ffbcf78dd,Milieu littoral,Milieu humide,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/Birds%2FTarin%20des%20aulnes.mp3?alt=media&token=6ad75c84-fc10-4d02-bf98-db53e1cbbb4c,,D,pas ouf le son?,call
Lyrurus tetrix,Black Grouse,Tétras lyre,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/photo%20d'oiseaux%20france%2FT%C3%A9tras%20lyre.jpg?alt=media&token=8cf5390f-14cf-4684-ba35-8be44aa86958,Milieu montagnard,,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/Birds%2FT%C3%A9tras%20lyre.wav?alt=media&token=c41f35b9-3822-4761-8b7b-cba105295f3c,,D,,song
Arenaria interpres,Ruddy Turnstone,Tournepierre à collier,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/photo%20d'oiseaux%20france%2FTournepierre%20%C3%A0%20collier.jpg?alt=media&token=dade13e3-1144-413d-8ae7-ef3a589e2c56,Milieu forestier,Milieu urbain,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/Birds%2FTournepierre%20%C3%A0%20collier.wav?alt=media&token=91297d59-e88b-433d-9633-ad988b9fa660,,D,,call
Streptopelia turtur,European Turtle Dove,Tourterelle des bois,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/photo%20d'oiseaux%20france%2FTourterelle%20des%20bois.jpg?alt=media&token=9cc61007-a2c3-4060-8b2a-bbb7b07eb079,Milieu urbain,Milieu forestier,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/Birds%2FTourterelle%20des%20bois.mp3?alt=media&token=0cd4f95b-d7fd-4706-81f9-1fbd68369bb2,,D,peut monter le son,song
Streptopelia decaocto,Eurasian Collared Dove,Tourterelle turque,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/photo%20d'oiseaux%20france%2FTourterelle%20turque.jpg?alt=media&token=de9c8383-0e01-43fc-a54b-d5d0fd73a7de,Milieu forestier,Milieu agricole,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/Birds%2FTourterelle%20turque.wav?alt=media&token=93c80b78-5501-4c5d-9b42-31d3b0894ec4,,D,,song
Oenanthe oenanthe,Northern Wheatear,Traquet motteux,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/photo%20d'oiseaux%20france%2FTraquet%20motteux.jpg?alt=media&token=c8a7e046-240e-4f25-a957-98b1b91fa7b9,Milieu urbain,Milieu forestier,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/Birds%2FTraquet%20motteux.mp3?alt=media&token=de7549d4-c2e7-4cc4-a2ef-5f28f8eaf050,https://www.youtube.com/shorts/_8j664uE6Mg,C,,song
Oenanthe hispanica,Western Black-eared Wheatear,Traquet oreillard,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/photo%20d'oiseaux%20france%2FTraquet%20oreillard.jpg?alt=media&token=2f653ad0-b81f-4379-960e-07e6724b14fc,Milieu agricole,,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/Birds%2FTraquet%20oreillard.wav?alt=media&token=cd8bea64-8edc-46f3-8c6f-b2769f32f5c2,,D,,song
Troglodytes troglodytes,Eurasian Wren,Troglodyte mignon,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/photo%20d'oiseaux%20france%2FTroglodyte%20mignon.jpg?alt=media&token=d9a95fbe-4a7a-427e-b7f3-ed4ac07a51de,Milieu forestier,Milieu agricole,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/Birds%2FTroglodyte%20mignon.mp3?alt=media&token=5a901c82-f986-4297-8a98-2547c8112588,,D,,song
Vanellus vanellus,Northern Lapwing,Vanneau huppé,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/photo%20d'oiseaux%20france%2FVanneau%20hupp%C3%A9.jpg?alt=media&token=168f274f-7f95-48f6-b3b2-49fdeda22914,Milieu agricole,Milieu humide,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/Birds%2FVanneau%20hupp%C3%A9.mp3?alt=media&token=c9a91d46-9178-4e7a-b2e9-edcd2cfdf575,https://www.youtube.com/shorts/dPkaBbXoUTI,C,,song
Chloris chloris,European Greenfinch,Verdier d'Europe,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/photo%20d'oiseaux%20france%2FVerdier%20d'Europe.jpg?alt=media&token=4efc9075-c559-46e8-b271-2fd19ca4c98f,Milieu urbain,Milieu forestier,https://firebasestorage.googleapis.com/v0/b/birdify-df029.firebasestorage.app/o/Birds%2FVerdier%20d'Europe.wav?alt=media&token=8e2869f9-251a-45fe-8ab8-26ad260d98c0,,D,,song
Phylloscopus sibilatrix,Wood Warbler,Pouillot siffleur,,Milieu urbain,Milieu forestier,,,,J'AI PAS PAS GRAVE,
Taeniopygia guttata,Zebra Finch,Diamant mandarin,,Milieu urbain,,,,,J'AI PAS PAS GRAVE,
